Gene_id	Gene_symbol	Protein_name	Uniprot_ACC
ENSMUSG00000059857	Ntng1	Netrin-G1	NTNG1_MOUSE
ENSMUSG00000094091	Gm21885	Predicted gene, 21885	A0A286YDN8_MOUSE
ENSMUSG00000024556	Me2	NAD-dependent malic enzyme, mitochondrial	MAOM_MOUSE
ENSMUSG00000058317	Ube2e2	Ubiquitin-conjugating enzyme E2 E2	UB2E2_MOUSE
ENSMUSG00000032666	1700025G04Rik	Uncharacterized protein C1orf21 homolog	CA021_MOUSE
ENSMUSG00000032965	Ift57	Intraflagellar transport protein 57 homolog	IFT57_MOUSE
ENSMUSG00000031791	Tmem38a	Trimeric intracellular cation channel type A	TM38A_MOUSE
ENSMUSG00000043385	Olfr267	Olfactory receptor	A2AM35_MOUSE
ENSMUSG00000033882	Rbm46	Probable RNA-binding protein 46	RBM46_MOUSE
ENSMUSG00000050138	Kcnk12	MNTK1	Q76M80_MOUSE
ENSMUSG00000015165	Hnrnpl	Heterogeneous nuclear ribonucleoprotein L	HNRPL_MOUSE
ENSMUSG00000029838	Ptn	Pleiotrophin	PTN_MOUSE
ENSMUSG00000079429	Mroh2a	Maestro heat-like repeat-containing protein family member 2A	MRO2A_MOUSE
ENSMUSG00000037605	Adgrl3	Adhesion G protein-coupled receptor L3	AGRL3_MOUSE
ENSMUSG00000004070	Hmox2	Heme oxygenase 2	HMOX2_MOUSE
ENSMUSG00000022024	Sugt1	Protein SGT1 homolog	SGT1_MOUSE
ENSMUSG00000019143	Hars2	Histidine--tRNA ligase, mitochondrial	SYHM_MOUSE
ENSMUSG00000025044	Msr1	Macrophage scavenger receptor types I and II	MSRE_MOUSE
ENSMUSG00000110444	Gm10033	Predicted gene 10033	A0A6I8MX02_MOUSE
ENSMUSG00000031788	Kifc3	Kinesin-like protein KIFC3	KIFC3_MOUSE
ENSMUSG00000031700	Gpt2	Alanine aminotransferase 2	ALAT2_MOUSE
ENSMUSG00000034848	Ttc21b	Tetratricopeptide repeat protein 21B	TT21B_MOUSE
ENSMUSG00000031402	Mpp1	55 kDa erythrocyte membrane protein	EM55_MOUSE
ENSMUSG00000071866	Ppia	Peptidyl-prolyl cis-trans isomerase A	PPIA_MOUSE
ENSMUSG00000074397	Foxr1	Forkhead box protein R1	FOXR1_MOUSE
ENSMUSG00000028438	Kif24	Kinesin-like protein KIF24	KIF24_MOUSE
ENSMUSG00000039307	Hexdc	Hexosaminidase D	HEXD_MOUSE
ENSMUSG00000059456	Ptk2b	Protein-tyrosine kinase 2-beta	FAK2_MOUSE
ENSMUSG00000028431	Elp1	Elongator complex protein 1	ELP1_MOUSE
ENSMUSG00000039154	Shd	SH2 domain-containing adapter protein D	SHD_MOUSE
ENSMUSG00000044708	Kcnj10	ATP-sensitive inward rectifier potassium channel 10	KCJ10_MOUSE
ENSMUSG00000041552	Ptchd1	Patched domain-containing protein 1	PTHD1_MOUSE
ENSMUSG00000054474	Thnsl2	Threonine synthase-like 2	THNS2_MOUSE
ENSMUSG00000028990	Lzic	Protein LZIC	LZIC_MOUSE
ENSMUSG00000035696	Rnf38	E3 ubiquitin-protein ligase RNF38	RNF38_MOUSE
ENSMUSG00000038011	Dnah10	Dynein, axonemal, heavy chain 10	D3YYQ8_MOUSE
ENSMUSG00000051469	Zfp24	Zinc finger protein 24	ZNF24_MOUSE
ENSMUSG00000041135	Ripk2	Receptor-interacting serine/threonine-protein kinase 2	RIPK2_MOUSE
ENSMUSG00000022139	Mbnl2	Muscleblind-like protein 2	MBNL2_MOUSE
ENSMUSG00000036611	Eepd1	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	EEPD1_MOUSE
ENSMUSG00000061755	Bod1l	Biorientation of chromosomes in cell division protein 1-like 1	BD1L1_MOUSE
ENSMUSG00000043165	Lor	Loricrin	LORI_MOUSE
ENSMUSG00000010358	Ifi35	Interferon-induced 35 kDa protein homolog	IN35_MOUSE
ENSMUSG00000003545	Fosb	Protein fosB	FOSB_MOUSE
ENSMUSG00000027956	Tmem144	Transmembrane protein 144	TM144_MOUSE
ENSMUSG00000014543	Klra17	Lectin-like transmembrane protein	Q588F4_MOUSE
ENSMUSG00000030592	Ryr1	Ryanodine receptor 1	RYR1_MOUSE
ENSMUSG00000023307	Marchf5	E3 ubiquitin-protein ligase MARCHF5	MARH5_MOUSE
ENSMUSG00000074342	I830077J02Rik	Transmembrane protein C1orf162 homolog	CA162_MOUSE
ENSMUSG00000057280	Musk	Muscle, skeletal receptor tyrosine-protein kinase	MUSK_MOUSE
ENSMUSG00000020646	Mboat2	Lysophospholipid acyltransferase 2	MBOA2_MOUSE
ENSMUSG00000042105	Inpp5f	Phosphatidylinositide phosphatase SAC2	SAC2_MOUSE
ENSMUSG00000023328	Ache	Acetylcholinesterase	ACES_MOUSE
ENSMUSG00000074881	Mageb3	MAGEB3	Q8JZK8_MOUSE
ENSMUSG00000069998	Olfr372	Olfactory receptor	B2RWR7_MOUSE
ENSMUSG00000070520	Nsmce3	Non-structural maintenance of chromosomes element 3 homolog	NSE3_MOUSE
ENSMUSG00000095730	Vmn2r29	Vomeronasal 2, receptor 29	A0A1B0GSD7_MOUSE
ENSMUSG00000044313	Mab21l3	Protein mab-21-like 3	MB213_MOUSE
ENSMUSG00000039342	Ankar	Ankyrin and armadillo repeat-containing protein	ANKAR_MOUSE
ENSMUSG00000032332	Col12a1	Collagen alpha-1(XII) chain	COCA1_MOUSE
ENSMUSG00000063354	Slc39a4	Zinc transporter ZIP4	S39A4_MOUSE
ENSMUSG00000024302	Dtna	Dystrobrevin alpha	DTNA_MOUSE
ENSMUSG00000042473	Tbc1d8b	TBC1 domain family member 8B	TBC8B_MOUSE
ENSMUSG00000029426	Scarb2	Lysosome membrane protein 2	SCRB2_MOUSE
ENSMUSG00000001774	Chordc1	Cysteine and histidine-rich domain-containing protein 1	CHRD1_MOUSE
ENSMUSG00000035649	Zcchc7	Zinc finger CCHC domain-containing protein 7	ZCHC7_MOUSE
ENSMUSG00000051000	Fam160a1	FHF complex subunit HOOK interacting protein 1A	FHI1A_MOUSE
ENSMUSG00000032537	Ephb1	Ephrin type-B receptor 1	EPHB1_MOUSE
ENSMUSG00000004814	Ccl24	C-C motif chemokine 24	CCL24_MOUSE
ENSMUSG00000034881	Tbxa2r	Thromboxane A2 receptor	TA2R_MOUSE
ENSMUSG00000044254	Pcsk9	Proprotein convertase subtilisin/kexin type 9	PCSK9_MOUSE
ENSMUSG00000072694	1500011B03Rik	RIKEN cDNA 1500011B03 gene	Q9CZU9_MOUSE
ENSMUSG00000044976	Wdr72	WD repeat-containing protein 72	WDR72_MOUSE
ENSMUSG00000032417	Rwdd2a	RWD domain-containing protein 2A	RWD2A_MOUSE
ENSMUSG00000008035	Mid1ip1	Mid1-interacting protein 1	M1IP1_MOUSE
ENSMUSG00000050092	Sprr2b	Small proline-rich protein 2B	SPR2B_MOUSE
ENSMUSG00000027324	Rpusd2	RNA pseudouridylate synthase domain-containing protein 2	RUSD2_MOUSE
ENSMUSG00000047182	Irs3	Insulin receptor substrate-3	O54718_MOUSE
ENSMUSG00000036990	Otud4	OTU domain-containing protein 4	OTUD4_MOUSE
ENSMUSG00000025577	Cbx2	Chromobox protein homolog 2	CBX2_MOUSE
ENSMUSG00000039209	Rpl39l	Ribosomal protein L39-like	Q9CQD0_MOUSE
ENSMUSG00000059022	Kcp	Kielin/chordin-like protein	KCP_MOUSE
ENSMUSG00000039221	Rpl22l1	60S ribosomal protein L22-like 1	RL22L_MOUSE
ENSMUSG00000038058	Nod1	Nucleotide-binding oligomerization domain-containing protein 1	NOD1_MOUSE
ENSMUSG00000066000	Zfp979	Zinc finger protein 979	A2A799_MOUSE
ENSMUSG00000029104	Htt	Huntingtin	G3X9H5_MOUSE
ENSMUSG00000050195	Scd4	Stearoyl-CoA desaturase 4	SCD4_MOUSE
ENSMUSG00000031824	6430548M08Rik	Uncharacterized protein KIAA0513	K0513_MOUSE
ENSMUSG00000001588	Acap1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	ACAP1_MOUSE
ENSMUSG00000030216	Wbp11	WW domain-binding protein 11	WBP11_MOUSE
ENSMUSG00000038115	Ano2	Anoctamin-2	ANO2_MOUSE
ENSMUSG00000035041	Creb3l3	Cyclic AMP-responsive element-binding protein 3-like protein 3	CR3L3_MOUSE
ENSMUSG00000025323	Sp4	Transcription factor Sp4	SP4_MOUSE
ENSMUSG00000042675	Ypel3	Protein yippee-like 3	YPEL3_MOUSE
ENSMUSG00000091650	Apol11a	Apolipoprotein L 11a	E9PZG0_MOUSE
ENSMUSG00000034509	Mad2l1bp	MAD2L1-binding protein	MD2BP_MOUSE
ENSMUSG00000018906	P4ha2	Prolyl 4-hydroxylase subunit alpha-2	P4HA2_MOUSE
ENSMUSG00000030069	Prok2	Prokineticin-2	PROK2_MOUSE
ENSMUSG00000032583	Mon1a	Vacuolar fusion protein MON1 homolog A	MON1A_MOUSE
ENSMUSG00000026202	Tuba4a	Tubulin alpha-4A chain	TBA4A_MOUSE
ENSMUSG00000020166	Cnot2	CCR4-NOT transcription complex subunit 2	CNOT2_MOUSE
ENSMUSG00000033083	Tbc1d4	TBC1 domain family member 4	TBCD4_MOUSE
ENSMUSG00000022867	Usp25	Ubiquitin carboxyl-terminal hydrolase 25	UBP25_MOUSE
ENSMUSG00000024897	Apba1	Amyloid-beta A4 precursor protein-binding family A member 1	APBA1_MOUSE
ENSMUSG00000067851	Arfgef1	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	BIG1_MOUSE
ENSMUSG00000048240	Gng7	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	GBG7_MOUSE
ENSMUSG00000031502	Col4a1	Collagen alpha-1(IV) chain	CO4A1_MOUSE
ENSMUSG00000028973	Abcb8	Mitochondrial potassium channel ATP-binding subunit	MITOS_MOUSE
ENSMUSG00000108841	Frmpd2	FERM and PDZ domain-containing 2	A0A140LHS0_MOUSE
ENSMUSG00000063681	Crb1	Protein crumbs homolog 1	CRUM1_MOUSE
ENSMUSG00000078862	Gm14326	Predicted gene 14326	A2BFG4_MOUSE
ENSMUSG00000047648	Fbxo30	F-box only protein 30	FBX30_MOUSE
ENSMUSG00000073436	Eme2	Probable crossover junction endonuclease EME2	EME2_MOUSE
ENSMUSG00000096735	Vmn1r79	Vomeronasal type-1 receptor	Q8R285_MOUSE
ENSMUSG00000079553	Kifc1	Kinesin-like protein KIFC1	KIFC1_MOUSE
ENSMUSG00000036510	Cdh8	Cadherin-8	CADH8_MOUSE
ENSMUSG00000071637	Cebpd	CCAAT/enhancer-binding protein delta	CEBPD_MOUSE
ENSMUSG00000030890	Ilk	Integrin-linked protein kinase	ILK_MOUSE
ENSMUSG00000040938	Slc16a11	Monocarboxylate transporter 11	MOT11_MOUSE
ENSMUSG00000094958	3110021N24Rik		
ENSMUSG00000036840	Siah1a	E3 ubiquitin-protein ligase SIAH1A	SIA1A_MOUSE
ENSMUSG00000023995	Tspo2	Translocator protein 2	TSPO2_MOUSE
ENSMUSG00000047030	Spata2	Spermatogenesis-associated protein 2	SPAT2_MOUSE
ENSMUSG00000070319	Eif3g	Eukaryotic translation initiation factor 3 subunit G	EIF3G_MOUSE
ENSMUSG00000048938	Nr1h5	Nuclear receptor subfamily 1, group H, member 5	A0A0G2JDF2_MOUSE
ENSMUSG00000033111	3830406C13Rik	Uncharacterized protein C3orf14 homolog	CC014_MOUSE
ENSMUSG00000020476	Dbnl	Drebrin-like protein	DBNL_MOUSE
ENSMUSG00000026678	Rgs5	Regulator of G-protein signaling 5	RGS5_MOUSE
ENSMUSG00000118664	Tusc3	Tumor suppressor candidate 3	TUSC3_MOUSE
ENSMUSG00000094813	Gm20777	Predicted gene, 20737	Q3TTD8_MOUSE
ENSMUSG00000021831	Ero1a	ERO1-like protein alpha	ERO1A_MOUSE
ENSMUSG00000078906	Gm14444	Predicted gene 14444	A2ARW3_MOUSE
ENSMUSG00000109482	Gm4756		
ENSMUSG00000021952	Xpo4	Exportin-4	XPO4_MOUSE
ENSMUSG00000026798	Coq4	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	COQ4_MOUSE
ENSMUSG00000116461	Gm44502	Predicted readthrough transcript (NMD candidate), 44502	A0A2R8VJW3_MOUSE
ENSMUSG00000051037	Zfp455	Zinc finger protein 455	Q7M6X9_MOUSE
ENSMUSG00000065987	Cd209b	CD209 antigen-like protein B	C209B_MOUSE
ENSMUSG00000044017	Adgrd1	Adhesion G-protein coupled receptor D1	AGRD1_MOUSE
ENSMUSG00000029513	Prkab1	5'-AMP-activated protein kinase subunit beta-1	AAKB1_MOUSE
ENSMUSG00000031982	Arv1	Protein ARV1	ARV1_MOUSE
ENSMUSG00000007035	Msh5	MutS protein homolog 5	MSH5_MOUSE
ENSMUSG00000033596	Rfwd3	E3 ubiquitin-protein ligase RFWD3	RFWD3_MOUSE
ENSMUSG00000050270	Tmem220	Transmembrane protein 220	TM220_MOUSE
ENSMUSG00000030061	Uba3	NEDD8-activating enzyme E1 catalytic subunit	UBA3_MOUSE
ENSMUSG00000068959	Zfp619	Zinc finger protein 619	G3X9T2_MOUSE
ENSMUSG00000063142	Kcnma1	Calcium-activated potassium channel subunit alpha-1	KCMA1_MOUSE
ENSMUSG00000063382	Bcl9l	B-cell CLL/lymphoma 9-like protein	BCL9L_MOUSE
ENSMUSG00000039760	Il22ra2	Interleukin-22 receptor subunit alpha-2	I22R2_MOUSE
ENSMUSG00000063838	Cdc42ep5	Cdc42 effector protein 5	BORG3_MOUSE
ENSMUSG00000019927	Ube2d1	Ubiquitin-conjugating enzyme E2 D1	UB2D1_MOUSE
ENSMUSG00000020092	Pald1	Paladin	PALD_MOUSE
ENSMUSG00000051648	Kctd19	BTB/POZ domain-containing protein KCTD19	KCD19_MOUSE
ENSMUSG00000042389	Tsen2	tRNA-splicing endonuclease subunit Sen2	SEN2_MOUSE
ENSMUSG00000050697	Prkaa1	5'-AMP-activated protein kinase catalytic subunit alpha-1	AAPK1_MOUSE
ENSMUSG00000075122	Cd80	T-lymphocyte activation antigen CD80	CD80_MOUSE
ENSMUSG00000052713	Zfp608	Zinc finger protein 608	ZN608_MOUSE
ENSMUSG00000054537	Tmprss11e	Transmembrane protease serine 11E	TM11E_MOUSE
ENSMUSG00000066682	Pilrb2	Paired immunoglobulin-like type 2 receptor beta-2	PILB2_MOUSE
ENSMUSG00000020473	Aebp1	Adipocyte enhancer-binding protein 1	AEBP1_MOUSE
ENSMUSG00000026175	Vil1	Villin-1	VILI_MOUSE
ENSMUSG00000037643	Prkci	Protein kinase C iota type	KPCI_MOUSE
ENSMUSG00000099583	H3c4	Histone H3.2	H32_MOUSE
ENSMUSG00000032727	Mier3	Mesoderm induction early response protein 3	MIER3_MOUSE
ENSMUSG00000026743	Mllt10	Protein AF-10	AF10_MOUSE
ENSMUSG00000035929	H2-Q4	H-2 class I histocompatibility antigen, D-D alpha chain	HA12_MOUSE
ENSMUSG00000025993	Slc40a1	Solute carrier family 40 member 1	S40A1_MOUSE
ENSMUSG00000046699	Slitrk4	SLIT and NTRK-like protein 4	SLIK4_MOUSE
ENSMUSG00000028115	Bnipl	Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein	BNIPL_MOUSE
ENSMUSG00000028629	Exo5	Exonuclease V	EXO5_MOUSE
ENSMUSG00000031145	Prickle3	Prickle planar cell polarity protein 3	PRIC3_MOUSE
ENSMUSG00000068600	Gml2	Glycosylphosphatidylinositol-anchored molecule-like 2	A0A087WST8_MOUSE
ENSMUSG00000042106	Inka1	PAK4-inhibitor INKA1	INKA1_MOUSE
ENSMUSG00000020366	Mapk9	Mitogen-activated protein kinase 9	MK09_MOUSE
ENSMUSG00000021125	Arg2	Arginase-2, mitochondrial	ARGI2_MOUSE
ENSMUSG00000032261	Sh3bgrl2	SH3 domain-binding glutamic acid-rich-like protein 2	SH3L2_MOUSE
ENSMUSG00000036339	Tmem260	Transmembrane protein 260	TM260_MOUSE
ENSMUSG00000113973	A030014E15Rik		
ENSMUSG00000050029	Rap2c	Ras-related protein Rap-2c	RAP2C_MOUSE
ENSMUSG00000024276	Zfp397	Zinc finger protein 397	A0A286YCD9_MOUSE
ENSMUSG00000022476	Polr3h	DNA-directed RNA polymerase III subunit RPC8	RPC8_MOUSE
ENSMUSG00000068950	Olfr338	Olfactory receptor	Q8VGK6_MOUSE
ENSMUSG00000039952	Dag1	Dystroglycan	DAG1_MOUSE
ENSMUSG00000078498	Zfp988	Zinc finger protein 988	F6VKC7_MOUSE
ENSMUSG00000025727	A930017K11Rik	RIKEN cDNA A930017K11 gene	E0CXQ2_MOUSE
ENSMUSG00000038766	Gabpb2	GA-binding protein subunit beta-2	GABP2_MOUSE
ENSMUSG00000026829	Gbgt1	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	GBGT1_MOUSE
ENSMUSG00000054662	Ano9	Anoctamin-9	ANO9_MOUSE
ENSMUSG00000037487	Ubr5	E3 ubiquitin-protein ligase UBR5	UBR5_MOUSE
ENSMUSG00000049792	Bag5	BAG family molecular chaperone regulator 5	BAG5_MOUSE
ENSMUSG00000034543	Morc2a	ATPase MORC2A	MOR2A_MOUSE
ENSMUSG00000047631	Apof	Apolipoprotein F	APOF_MOUSE
ENSMUSG00000031965	Tbx20	T-box transcription factor TBX20	TBX20_MOUSE
ENSMUSG00000020534	Shmt1	Serine hydroxymethyltransferase, cytosolic	GLYC_MOUSE
ENSMUSG00000022701	Ccdc191	Coiled-coil domain-containing 191	A9C444_MOUSE
ENSMUSG00000005686	Ampd3	AMP deaminase 3	AMPD3_MOUSE
ENSMUSG00000037926	Ssh2	Protein phosphatase Slingshot homolog 2	SSH2_MOUSE
ENSMUSG00000026979	Psd4	PH and SEC7 domain-containing protein 4	PSD4_MOUSE
ENSMUSG00000073375	Lrrc30	Leucine-rich repeat-containing protein 30	LRC30_MOUSE
ENSMUSG00000022415	Syngr1	Synaptogyrin-1	SNG1_MOUSE
ENSMUSG00000030046	Bmp10	Bone morphogenetic protein 10	BMP10_MOUSE
ENSMUSG00000074818	Pdzd7	PDZ domain-containing protein 7	PDZD7_MOUSE
ENSMUSG00000095401	Olfr804	Olfactory receptor	Q7TRH7_MOUSE
ENSMUSG00000026437	Cdk18	Cyclin-dependent kinase 18	CDK18_MOUSE
ENSMUSG00000018459	Slc13a3	Solute carrier family 13 member 3	S13A3_MOUSE
ENSMUSG00000029279	Brdt	Bromodomain testis-specific protein	BRDT_MOUSE
ENSMUSG00000028572	Hook1	Protein Hook homolog 1	HOOK1_MOUSE
ENSMUSG00000000355	Mcts1	Malignant T-cell-amplified sequence 1	MCTS1_MOUSE
ENSMUSG00000063894	Zkscan8	Zinc finger with KRAB and SCAN domains 8	A0A286YCX3_MOUSE
ENSMUSG00000071001	Hrct1	Histidine-rich carboxyl terminus protein 1	HRCT1_MOUSE
ENSMUSG00000048047	Zbtb33	Transcriptional regulator Kaiso	KAISO_MOUSE
ENSMUSG00000020102	Slc16a7	Monocarboxylate transporter 2	MOT2_MOUSE
ENSMUSG00000050663	Trhde	Thyrotropin-releasing hormone-degrading ectoenzyme	TRHDE_MOUSE
ENSMUSG00000062410	Hsd3b3	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3	3BHS3_MOUSE
ENSMUSG00000038618	Rassf7	Ras association domain-containing protein 7	RASF7_MOUSE
ENSMUSG00000018761	Mpdu1	Mannose-P-dolichol utilization defect 1 protein	MPU1_MOUSE
ENSMUSG00000003665	Has1	Hyaluronan synthase 1	HYAS1_MOUSE
ENSMUSG00000015095	Fbxw5	F-box/WD repeat-containing protein 5	FBXW5_MOUSE
ENSMUSG00000049410	Zfp683		
ENSMUSG00000071547	Nt5dc2	5'-nucleotidase domain-containing 2	A0A2I3BPH8_MOUSE
ENSMUSG00000021264	Yy1	Transcriptional repressor protein YY1	TYY1_MOUSE
ENSMUSG00000024953	Prdx5	Peroxiredoxin-5, mitochondrial	PRDX5_MOUSE
ENSMUSG00000049807	Arhgap23	Rho GTPase-activating protein 23	RHG23_MOUSE
ENSMUSG00000024594	Prrc1	Protein PRRC1	PRRC1_MOUSE
ENSMUSG00000037995	Igsf9	Protein turtle homolog A	TUTLA_MOUSE
ENSMUSG00000021500	Ddx46	Probable ATP-dependent RNA helicase DDX46	DDX46_MOUSE
ENSMUSG00000036960	Clca2	Calcium-activated chloride channel regulator 2	CLCA2_MOUSE
ENSMUSG00000043090	Zfp866	Zinc finger protein 866	E9Q810_MOUSE
ENSMUSG00000102758	Naaladl2	N-acetylated alpha-linked acidic dipeptidase-like 2	A0A0N4SUJ3_MOUSE
ENSMUSG00000038540	Tmc3	Transmembrane channel-like protein 3	TMC3_MOUSE
ENSMUSG00000057417	Dcpp3	Demilune cell and parotid protein 3	L7N259_MOUSE
ENSMUSG00000034656	Cacna1a	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	CAC1A_MOUSE
ENSMUSG00000071658	Gng3	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	GBG3_MOUSE
ENSMUSG00000030019	Fbxl14	F-box/LRR-repeat protein 14	FXL14_MOUSE
ENSMUSG00000031930	Wwp2	NEDD4-like E3 ubiquitin-protein ligase WWP2	WWP2_MOUSE
ENSMUSG00000025217	Btrc	F-box/WD repeat-containing protein 1A	FBW1A_MOUSE
ENSMUSG00000022371	Col14a1	Collagen alpha-1(XIV) chain	COEA1_MOUSE
ENSMUSG00000036391	Sec24a	Protein transport protein Sec24A	SC24A_MOUSE
ENSMUSG00000030205	Gprc5d	G-protein coupled receptor family C group 5 member D	GPC5D_MOUSE
ENSMUSG00000079593	4933416I08Rik	RIKEN cDNA 4933416I08 gene	Q3TQ67_MOUSE
ENSMUSG00000040731	Eif4h	Eukaryotic translation initiation factor 4H	IF4H_MOUSE
ENSMUSG00000026150	Mff	Mitochondrial fission factor	MFF_MOUSE
ENSMUSG00000066877	Nck2	Cytoplasmic protein NCK2	NCK2_MOUSE
ENSMUSG00000025782	Taf3	Transcription initiation factor TFIID subunit 3	TAF3_MOUSE
ENSMUSG00000038622	Med30	Mediator of RNA polymerase II transcription subunit 30	MED30_MOUSE
ENSMUSG00000047867	Gimap6	GTPase IMAP family member 6	GIMA6_MOUSE
ENSMUSG00000052151	Plpp2	Phospholipid phosphatase 2	PLPP2_MOUSE
ENSMUSG00000045102	Poln	DNA polymerase nu	DPOLN_MOUSE
ENSMUSG00000062327	T	T-box transcription factor T	TBXT_MOUSE
ENSMUSG00000034160	Ogt	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT1_MOUSE
ENSMUSG00000005893	Nr2c2	Nuclear receptor subfamily 2 group C member 2	NR2C2_MOUSE
ENSMUSG00000050796	B3galt6	Beta-1,3-galactosyltransferase 6	B3GT6_MOUSE
ENSMUSG00000020189	Osbpl8	Oxysterol-binding protein-related protein 8	OSBL8_MOUSE
ENSMUSG00000020617	1700012B07Rik	RIKEN cDNA 1700012B07 gene	A2AGP8_MOUSE
ENSMUSG00000038368	Focad	Focadhesin	FOCAD_MOUSE
ENSMUSG00000053536	Cstf2t	Cleavage stimulation factor subunit 2 tau variant	CSTFT_MOUSE
ENSMUSG00000027582	Zgpat	Zinc finger CCCH-type with G patch domain-containing protein	ZGPAT_MOUSE
ENSMUSG00000005045	Chd5	Chromodomain-helicase-DNA-binding protein 5	CHD5_MOUSE
ENSMUSG00000086564	Cd101	Immunoglobulin superfamily member 2	IGSF2_MOUSE
ENSMUSG00000042607	Asb4	Ankyrin repeat and SOCS box protein 4	ASB4_MOUSE
ENSMUSG00000061533	Cep128	Centrosomal protein of 128 kDa	CE128_MOUSE
ENSMUSG00000029126	Nsg1	Neuronal vesicle trafficking-associated protein 1	NSG1_MOUSE
ENSMUSG00000028995	Fam126a	Hyccin	HYCCI_MOUSE
ENSMUSG00000068522	Aard	Alanine and arginine-rich domain-containing protein	AARD_MOUSE
ENSMUSG00000020186	Csrp2	Cysteine and glycine-rich protein 2	CSRP2_MOUSE
ENSMUSG00000030766	Arhgap17	Rho GTPase-activating protein 17	RHG17_MOUSE
ENSMUSG00000089951	Zfp968-ps	Zinc finger protein 968, pseudogene	A2CF17_MOUSE
ENSMUSG00000029064	Gnb1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GBB1_MOUSE
ENSMUSG00000045284	Dcaf12l1	DDB1- and CUL4-associated factor 12-like protein 1	DC121_MOUSE
ENSMUSG00000043953	Ccrl2	C-C chemokine receptor-like 2	CCRL2_MOUSE
ENSMUSG00000052534	Pbx1	Pre-B-cell leukemia transcription factor 1	PBX1_MOUSE
ENSMUSG00000026970	Rbms1	RNA-binding motif, single-stranded-interacting protein 1	RBMS1_MOUSE
ENSMUSG00000102037	Bcl2a1a	Bcl-2-related protein A1	B2LA1_MOUSE
ENSMUSG00000021840	Mapk1ip1l	MAPK-interacting and spindle-stabilizing protein-like	MISSL_MOUSE
ENSMUSG00000041809	Efhc1	EF-hand domain-containing protein 1	EFHC1_MOUSE
ENSMUSG00000022237	Ankrd33b	Ankyrin repeat domain-containing protein 33B	AN33B_MOUSE
ENSMUSG00000021256	Vash1	Tubulinyl-Tyr carboxypeptidase 1	VASH1_MOUSE
ENSMUSG00000020826	Nos2	Nitric oxide synthase, inducible	NOS2_MOUSE
ENSMUSG00000040187	Arntl2	Aryl hydrocarbon receptor nuclear translocator-like protein 2	BMAL2_MOUSE
ENSMUSG00000052146	Rps10	40S ribosomal protein S10	RS10_MOUSE
ENSMUSG00000071657	Bscl2	Seipin	BSCL2_MOUSE
ENSMUSG00000024829	Mrpl21	39S ribosomal protein L21, mitochondrial	RM21_MOUSE
ENSMUSG00000005339	Fcer1a	High affinity immunoglobulin epsilon receptor subunit alpha	FCERA_MOUSE
ENSMUSG00000027618	Nfs1	Cysteine desulfurase, mitochondrial	NFS1_MOUSE
ENSMUSG00000012405	Rpl15	60S ribosomal protein L15	RL15_MOUSE
ENSMUSG00000020409	Slu7	Pre-mRNA-splicing factor SLU7	SLU7_MOUSE
ENSMUSG00000038296	Galnt18	Polypeptide N-acetylgalactosaminyltransferase 18	GLT18_MOUSE
ENSMUSG00000043122	A530016L24Rik	Nutritionally-regulated adipose and cardiac-enriched protein	NRAC_MOUSE
ENSMUSG00000074207	Adh1	Alcohol dehydrogenase 1	ADH1_MOUSE
ENSMUSG00000041020	Map7d2	MAP7 domain-containing protein 2	MA7D2_MOUSE
ENSMUSG00000062234	Gak	Cyclin-G-associated kinase	GAK_MOUSE
ENSMUSG00000055320	Tead1	Transcriptional enhancer factor TEF-1	TEAD1_MOUSE
ENSMUSG00000052906	Ubxn8	UBX domain-containing protein 8	UBXN8_MOUSE
ENSMUSG00000047434	Xxylt1	Xyloside xylosyltransferase 1	XXLT1_MOUSE
ENSMUSG00000050856	Atp5k	ATP synthase subunit e, mitochondrial	ATP5I_MOUSE
ENSMUSG00000046133	C130073F10Rik	RIKEN cDNA C130073F10 gene	Q8C4L8_MOUSE
ENSMUSG00000057789	Bak1	Bcl-2 homologous antagonist/killer	BAK_MOUSE
ENSMUSG00000055945	Prr18	Proline-rich protein 18	PRR18_MOUSE
ENSMUSG00000023092	Fhl1	Four and a half LIM domains protein 1	FHL1_MOUSE
ENSMUSG00000067586	S1pr3	Sphingosine 1-phosphate receptor 3	S1PR3_MOUSE
ENSMUSG00000028389	Zfp37	Zinc finger protein 37	ZFP37_MOUSE
ENSMUSG00000023191	P3h3	Prolyl 3-hydroxylase 3	P3H3_MOUSE
ENSMUSG00000009907	Vps4b	Vacuolar protein sorting-associated protein 4B	VPS4B_MOUSE
